key,en,es,ar
appLAgreeToPrivacyPolicyText,By countenancing Sign up you agree to the following terms & conditions without reservation,"Mediante el registro de contador, usted acepta los siguientes Términos y Condiciones sin reserva",من خلال حساب الاشتراك ، توافق على الشروط والأحكام التالية دون الحجز
appLAlreadyHaveAccount,Already have an account?,¿Ya tienes una cuenta?,هل لديك حساب؟
appLSchedule,Schedule,Cronograma,جدول
appLParlourList,Parlour List,Lista de salones,قائمة صالون
appLHomeAppbarWelcomeText,Welcome to your personal stylist,Bienvenido a su estilista personal,مرحبًا بك في مصممك الشخصي
appLSpecializationField,Haircut Specialist,Especialista en cabello,أخصائي حلاقة الشعر
appLCategories,Categories,Categorías,فئات
appLPrice,Price,Precio,سعر
appLSpecialistType,Specialist Type,Tipo especialista,نوع متخصص
appLApplyFilter,Apply Filter,Aplicar filtro,تطبيق المرشح
appLDiscountPercentage,20%,20%,20 ٪
appLHairTreatment,Hair Treatment,Tratamiento capilar,علاج الشعر
appLExplore,Explore,Explorar,يستكشف
appLPopularExpert,Popular Experts,Expertos populares,الخبراء المشهورين
appLSeeAll,See All,Ver todo,اظهار الكل
appLEditProfile,Edit Profile,Editar perfil,تعديل الملف الشخصي
appLHaircutSpecialist,Haircut Specialist,Especialista en cabello,أخصائي حلاقة الشعر
appLBasicInfo,Basic Info,Información básica,معلومات أساسية
appLReviews,reviews,reseñas,المراجعات
appLLocation,Location,Ubicación,موقع
appLCustomerReview,Customer Review,Revisión del cliente,رأي العميل
appLCustomerName,Brionzen,Brionzen,بريونزين
appLScheduleBook,Schedule Book,Libro de horario,كتاب الجدول الزمني
appLType,Type,Tipo,يكتب
appLSelectSpecialist,Select Specialist,Seleccionar especialista,حدد متخصص
appLSelectDate,Select Date,Seleccione fecha,حدد تاريخ
appLAvailableSlot,Available Slot,Espacio disponible,فتحة متوفرة
appLBookAppointment,Book Appointment,Reservar una cita,موعد الكتاب
appLDate,05 March 2022,05 de marzo de 2022,05 مارس 2022
appLHistoryTwo,History,Historia,تاريخ
appLScheduled,Scheduled,Programado,المقرر
appLAppointmentAt,Appointment At,Cita con,موعد في
appLSkincareType,Skincare,Protección de la piel,العناية بالبشرة
appLSkincareDetails,Skincare  Details is here,Los detalles del cuidado de la piel están aquí,تفاصيل العناية بالبشرة هنا
appLSpecialist,Specialist,Especialista,متخصص
appLProfessional,Professional,Profesional,احترافي
appLBookScheduleNow,Book Schedule Now,Horario de libros ahora,جدول الكتاب الآن
appLTermsAndPoliciesText,"Crafting a compelling job description is essential to helping you attract the most qualified candites for your job. With more than 25 million jobs listed Indeed, a great job description can help your jobs stand out from a rest. Your job descriptions are where you start your company and you job to your future hire.","La elaboración de una descripción de trabajo convincente es esencial para ayudarlo a atraer los candites más calificados para su trabajo. Con más de 25 millones de empleos enumerados, una gran descripción del trabajo puede ayudar a que sus trabajos se destaquen de un descanso. Sus descripciones de trabajo son donde comienza su empresa y su trabajo para su futuro contratación.",يعد صياغة الوصف الوظيفي المقنع أمرًا ضروريًا لمساعدتك في جذب أكثر المبيضات المؤهلة لعملك. مع إدراج أكثر من 25 مليون وظيفة مدرجة بالفعل ، يمكن أن يساعد وصف وظائفك الرائع وظائفك على التبرز من الراحة. توصيف وظيفتك هي المكان الذي تبدأ فيه شركتك وتعمل على توظيف مستقبلك.
appLCopyRight,CopyRight © 2021 eSalon,Copyright © 2021 Esalon,حقوق الطبع والنشر © 2021 Esalon
appLMessage,Message,Mensaje,رسالة
appLSubmitNow,Submit Now,Aplique ahora,أرسل الآن
appLPleaseFillOutTheField,Please Fill Out The Field,Por favor complete el campo,يرجى ملء الحقل
appLSignIn,Sign In,Iniciar sesión,تسجيل الدخول
appLSaveChanges,Save Changes,Guardar cambios,حفظ التغييرات
appLCategoriesAndPrice,Categories & Price,Categorías y precio,الفئات والسعر
appLSignUp,Sign Up,Inscribirse,اشتراك
appLUserNameOrEmailAddress,Username Or Email Address,Nombre de usuario o dirección de correo electrónico,اسم المستخدم أو البريد الالكتروني
appLPassword,Password,Contraseña,كلمة المرور
appLForgetPassword,Forget Password,Contraseña olvidada,ننسى كلمة المرور
appLGetStarted,Get Started,Empezar,البدء
appLEmailAddress,Email Address,Dirección de correo electrónico,عنوان البريد الإلكتروني
appLEnterTheOTPCodeSendTo,Enter the code sent to your email,Ingrese el código enviado a su correo electrónico,أدخل الرمز المرسلة إلى بريدك الإلكتروني
appLVerifiedCode,Verified Code,Código verificado,رمز التحقق
appLSubmit,Submit,Entregar,يُقدِّم
appLOTPVerification,OTP Verification,Verificación OTP,التحقق من OTP
appLEmailVerification,Email Verification,verificacion de email,تأكيد بواسطة البريد الالكتروني
appLResend,Resend,Revender,إعادة إرسال
appLNewPassword,New Password,Nueva contraseña,كلمة المرور الجديدة
appLConfirmPassword,Confirm Password,confirmar Contraseña,تأكيد كلمة المرور
appLEnter,Enter,Ingresar,يدخل
appLResetPassword,Reset Password,Restablecer la contraseña,إعادة تعيين كلمة المرور
appLCongratulation,Congratulations,Felicidades,تهانينا
appLCreateAccount,Create an Account,Crea una cuenta,إنشاء حساب
appLFirstName,First Name,Nombre de pila,الاسم الأول
appLLastName,Last Name,Apellido,اسم العائلة
appLBio,Bio,Biografía,السيرة الذاتية
appLOkay,Okay,Bueno,تمام
appLTransfer,TRANSFER,TRANSFERIR,تحويل
appLHome,Home,Hogar,بيت
appLProfile,PROFILE,PERFIL,حساب تعريفي
appLAddMoney,Add Money,Agregar dinero,إضافة المال
appLMoneyOut,Money Out,Apagarse,لم يبقى اي من المال
appLExchange,Exchange,Intercambio,تبادل
appLRequest,Request,Pedido,طلب
appLRecentTransaction,Recent Transaction,Transacción reciente,المعاملة الأخيرة
appLNotification,Notification,Notificación,إشعار
appLMyInvoice,My Invoice,Mi factura,فاتورتي
appLMyVoucher,My Voucher,Mi cupón,قسيمي
appLTransactionLog,Transaction Log,Registro de transacciones,سجل المعاملات
appLTwoFASecurity,2FA Security,2FA SEGURIDAD,2FA الأمن
appLChangePassword,Change Password,Cambiar la contraseña,تغيير كلمة المرور
appLHelpCenter,Help Center,Centro de ayuda,مركز المساعدة
appLPrivacyAndPolicy,Privacy & Policy,Política de privacidad,سياسة الخصوصية
appLAboutUs,About Us,Sobre nosotros,معلومات عنا
appLSignOut,Sign Out,Desconectar,خروج
appLAmount,Amount,Cantidad,كمية
appLPreviewScreen,Preview Screen,Pantalla previa,شاشة المعاينة
appLExchangeRate,Exchange Rate,Tipo de cambio,سعر الصرف
appLTotalFeesAndCharges,Total Fees & Charges,Tarifas y cargos totales,إجمالي الرسوم والرسوم
appLWillGet,Will Get,Obtendrá,سوف تحصل
appLTotalPayableAmount,Total Payable Ammount,Ammount por el total de pagos,إجمالي Ammount المستحق
appLConfirm,Confirm,Confirmar,يتأكد
appLMoneyExchange,Money Exchange,Cambio de dinero,حوالة نقدية
appLFrom,From,De,من
appLTo,To,A,ل
appLRequestMoney,Request Money,Pedir dinero,طلب المال
appLRemarks,Remarks,Observaciones,ملاحظات
appLOptional,Optional,Opcional,خياري
appLShareRequestMoney,Share Request Money,Solicitar dinero para compartir dinero,مشاركة طلب المال
appLShare,Share,Compartir,يشارك
appLMoneyTransfer,Money Transfer,Transferencia de dinero,تحويل المال
appLAvailableBalance,Available Balance,Saldo disponible,الرصيد المتوفر
appLReceiver,Receiver,Receptor,المتلقي
appLProfileLabel,Profile,Perfil,حساب تعريفي
appLFullName,Full Name,Nombre completo,الاسم الكامل
appLCountry,Country,País,دولة
appLMobileNumber,Mobile Number,Número de teléfono móvil,رقم الهاتف المحمول
appLState,State,Estado,ولاية
appLCity,City,Ciudad,مدينة
appLZipCode,Zip Code,Código postal,الرمز البريدي
appLAddress,Address,DIRECCIÓN,عنوان
appLUpdate,Update,Actualizar,تحديث
appLPaid,Paid,Pagado,مدفوع
appLSent,Sent,Enviado,مرسل
appLUnPaid,UnPaid,No pagado,غير مدفوع الأجر
appLInvoiceNumber,Invoice Number,Número de factura,رقم الفاتورة
appLInvoiceDate,Invoice Date,Fecha de la factura,تاريخ الفاتورة
appLCurrency,Currency,Divisa,عملة
appLPickGoods,Pick Goods,Seleccionar artículos,اختر البضائع
appLTrickGoods,Trick Goods,Artículos de truco,خدعة البضائع
appLTotalBill,Total Bill,Cuenta total,إجمالي الفاتورة
appLCreateInvoice,Create Invoice,Crear factura,إنشاء فاتورة
appLInvoiceTo,Invoice To,Factura,فاتورة إلى
appLBillingAddress,Billing Address,Dirección de Envio,عنوان وصول الفواتير
appLNotes,Notes,Notas,ملحوظات
appLItemDetails,Item Details,detalles del artículo,تفاصيل العنصر
appLClientName,Client Name,nombre del cliente,اسم العميل
appLAddNew,Add New,Agregar nuevo,اضف جديد
appLItemName,Item Name,Nombre del árticulo,اسم العنصر
appLVoucher,Voucher,Vale,فاتورة
appLRedeem,Redeem,Canjear,يسترد
appLUsed,Used,Usado,مستخدم
appLNotUsed,Not Used,No utilizado,غير مستعمل
appLName,Name,Nombre,اسم
appLEmail,Email,Correo electrónico,بريد إلكتروني
appLPhone,Phone,Teléfono,هاتف
appLFeesAndCharge,Fees & Charge,Tarifas y cargo,الرسوم والشحن
appLStatus,Status,Estado,حالة
appLCode,Code,Código,شفرة
appLCreateVoucher,Create Voucher,Crear cupón,إنشاء قسيمة
appLConfirmRedeem,Confirm Redeem,Confirmar redimir,تأكيد الاسترداد
appLRedeemCode,Redeem Code,Canjear código,استرداد رمز
appLAddMoneyLog,Add Money Log,Agregar registro de dinero,أضف سجل الأموال
appLMoneyOutLog,Money Out Log,Money Out Log,سجل الأموال
appLExchangeLog,Exchange Log,Registro de intercambio,سجل التبادل
appLRequestLog,Request Log,Registro de solicitud,طلب سجل
appLBackToHome,Back To Home,De vuelta a casa,العودة إلى المنزل
appLEnable2faSecurity,Enable 2FA Security,Habilitar la seguridad de 2FA,تمكين 2FA الأمن
appLSendVerificationCode,Send Verification Code,Envíe el código de verificación,إرسال رمز التحقق
appLOldPassword,Old Password,Contraseña anterior,كلمة المرور القديمة
appLIndividual,Individual,Individual,فردي
appLBusiness,Business,Negocio,عمل
appLMiddleName,Middle Name,Segundo nombre,الاسم الأوسط
appLUserName,Username,Nombre de usuario,اسم المستخدم
appLPostalCode,Postal Code,Código Postal,رمز بريدي
appLCompanyName,Company Name,nombre de empresa,اسم الشركة
appLGender,Gender,Género,جنس
appLDateOfBirth,Date of Birth,Fecha de nacimiento,تاريخ الميلاد
appLNationality,Nationality,Nacionalidad,جنسية
appLMyReceipt,My Receipt,Mi recibo,إيصالي
appLTotalExchangedAmount,Total Exchanged Amount,Cantidad total intercambiada,إجمالي المبلغ المتبادل
appLConvertedAmount,Converted Amount,Cantidad convertida,المبلغ المحول
appLRequestedAmount,Requested Amount,Monto requerido,الكمية المطلوبة
appLContactUs,Contact Us,Contáctenos,اتصل بنا
appLTermsAndPolicies,Terms & Policies,Política de condiciones,سياسات الشروط
appLShareApp,Share App,Compartir aplicación,شارك التطبيق
appLRating,Rating,Clasificación,تقييم
appLPhoneNumber,Phone number,Número de teléfono,رقم التليفون
appLFromGallery,From Gallery,De la galería,من المعرض
appLFromCamera,From Camera,De la cámara,من الكاميرا
